,Unnamed: 0,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Address,lat,lon,PostalCode,StreetName,HouseNumber
688,842,843,907175100,60,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,866.0,866.0,GasA,Ex,Y,SBrkr,866,913,0,1779,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,1998.0,RFn,2.0,546.0,TA,TA,Y,198,36,0,0,0,0,,,,0,3,2009,WD ,Normal,197900,"5303, Thackeray Drive, Ames, Story County, Iowa, 50014, United States of America",42.01853734,-93.69069531,50014.0,,5303.0
689,843,844,907180130,20,RL,78.0,10335,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,1490.0,GasA,Ex,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,144,29,0,0,0,0,,,,0,6,2009,WD ,Normal,204000,"5333, Cervantes Drive, Ames, Story County, Iowa, 50014, United States of America",42.01721663,-93.69215559,50014.0,,5333.0
690,844,845,907181100,20,RL,68.0,9017,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560.0,Unf,0.0,871.0,1431.0,GasA,Ex,Y,SBrkr,1431,0,0,1431,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0,35,0,0,0,0,,,,0,9,2009,WD ,Normal,192000,"5402, Cervantes Drive, Ames, Story County, Iowa, 50014, United States of America",42.01708323,-93.69165977,50014.0,,5402.0
691,845,846,907185050,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,606.0,Unf,0.0,322.0,928.0,GasA,Ex,Y,SBrkr,928,844,0,1772,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,RFn,2.0,492.0,TA,TA,Y,150,96,0,0,0,0,,,,0,4,2009,WD ,Normal,200000,"5224, Thackeray Drive, Ames, Story County, Iowa, 50014, United States of America",42.01865543,-93.68849967,50014.0,,5224.0
692,846,847,907192030,60,RL,68.0,8935,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,829,0,1660,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2002.0,RFn,2.0,493.0,TA,TA,Y,144,68,0,0,0,0,,,,0,7,2009,WD ,Normal,195000,"5313, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01683113,-93.68964,50014.0,,5313.0
693,1441,1442,907194020,60,RL,80.0,12435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361.0,Unf,0.0,602.0,963.0,GasA,Ex,Y,SBrkr,963,829,0,1792,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,0,96,0,245,0,0,,,,0,5,2008,WD ,Normal,231500,"717, Wilder Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01656892,-93.68922973,50014.0,,717.0
694,849,850,907194110,20,RL,67.0,16285,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1413.0,1413.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2.0,605.0,TA,TA,Y,0,33,0,0,0,0,,,,0,6,2009,WD ,Normal,187100,"5344, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01651663,-93.69015542,50014.0,,5344.0
695,850,851,907194160,20,RL,65.0,10739,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,0.0,172.0,1431.0,GasA,Ex,Y,SBrkr,1444,0,0,1444,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,144,40,0,0,0,0,,,,0,4,2009,WD ,Normal,203000,"5426, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01612279,-93.69167096,50014.0,,5426.0
696,1443,1444,907196050,60,RL,68.0,11250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,486.0,Unf,0.0,434.0,920.0,GasA,Ex,Y,SBrkr,920,866,0,1786,1.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,42,0,0,0,0,,,,0,9,2008,WD ,Normal,223500,"718, Wilder Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01659264,-93.68899744,50014.0,,718.0
697,852,853,907200230,20,RL,60.0,8430,Pave,,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616.0,Unf,0.0,424.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,124000,"5129, Schubert Street, Ames, Story County, Iowa, 50014, United States of America",42.02139223,-93.68687474,50014.0,,5129.0
698,853,854,907201220,20,RL,,16269,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,BrkTil,Gd,TA,Av,GLQ,625.0,Unf,0.0,282.0,907.0,GasA,TA,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1978.0,Unf,1.0,343.0,TA,TA,Y,72,0,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,140000,"5140, Emerson Drive, Ames, Story County, Iowa, 50014, United States of America",42.02005978,-93.68718592,50014.0,,5140.0
699,854,855,907201280,20,RL,76.0,6950,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,710.0,BLQ,72.0,132.0,914.0,GasA,TA,Y,SBrkr,914,0,0,914,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1979.0,Unf,2.0,444.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD ,Normal,134900,"407, Thackeray Avenue, Ames, Story County, Iowa, 50014, United States of America",42.01964106,-93.68685461,50014.0,,407.0
700,855,856,907202050,20,RL,61.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,144.0,364.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,288,0,,,,0,9,2009,WD ,Normal,150500,"5020, Emerson Drive, Ames, Story County, Iowa, 50014, United States of America",42.01961,-93.685229,50014.0,,5020.0
701,856,857,907202080,20,RL,,7000,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646.0,Unf,0.0,218.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1978.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,7,2009,WD ,Normal,136500,"5008, Emerson Drive, Ames, Story County, Iowa, 50014, United States of America",42.01978695,-93.68472771,50014.0,,5008.0
702,857,858,907202130,20,RL,,9286,Pave,,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,196.0,Unf,0.0,1072.0,1268.0,GasA,TA,Y,SBrkr,1268,0,0,1268,0.0,0.0,1,1,3,1,Gd,5,Typ,0,,Detchd,1978.0,Unf,1.0,252.0,TA,TA,Y,173,0,0,0,0,0,,,,0,10,2009,WD ,Normal,143500,"Emerson Drive, Ames, Story County, Iowa, 50014, United States of America",42.0198516,-93.68782833,50014.0,,
703,858,859,907227030,20,RL,36.0,15523,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460.0,Unf,0.0,404.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1.0,338.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,133500,"336, Rockwell Avenue, Ames, Story County, Iowa, 50014, United States of America",42.0206702,-93.68312194,50014.0,,336.0
704,859,860,907227080,20,RL,60.0,7200,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777.0,Unf,0.0,117.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1985.0,RFn,2.0,600.0,TA,TA,Y,215,0,0,0,0,0,,,,0,9,2009,WD ,Normal,123000,"306, Rockwell Avenue, Ames, Story County, Iowa, 50014, United States of America",42.0208892,-93.68312366,50014.0,,306.0
705,860,861,907227110,85,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660.0,Unf,0.0,108.0,768.0,GasA,Gd,Y,SBrkr,768,0,0,768,0.0,1.0,1,0,2,1,TA,5,Typ,0,,Detchd,1974.0,Fin,1.0,396.0,TA,TA,Y,192,0,0,0,0,0,,MnPrv,,0,4,2009,WD ,Normal,133900,"212, Rockwell Avenue, Ames, Story County, Iowa, 50014, United States of America",42.02169512,-93.6831339,50014.0,,212.0
706,1452,1453,907227300,20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,Ex,Y,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,196,0,0,0,0,0,,MnPrv,,0,1,2008,WD ,Normal,124900,"307, Rockwell Avenue, Ames, Story County, Iowa, 50014, United States of America",42.0208882,-93.68334466,50014.0,,307.0
707,862,863,907250070,20,RL,90.0,11664,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,335.0,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,1611,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,3.0,1231.0,TA,TA,Y,262,93,0,0,0,0,,,,0,9,2009,WD ,Normal,250000,"5115, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01711059,-93.68799231,50014.0,,5115.0
708,863,864,907252060,60,RL,,12334,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,2184,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,0,,,,0,6,2009,WD ,Normal,254750,"4923, Hemingway Drive, Ames, Story County, Iowa, 50014, United States of America",42.01871422,-93.68631052,50014.0,,4923.0
709,864,865,907252210,20,RL,,11838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1788,0,0,1788,0.0,0.0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,522.0,TA,TA,Y,202,151,0,0,0,0,,,,0,6,2009,WD ,Normal,236500,"4707, Hemingway Drive, Ames, Story County, Iowa, 50014, United States of America",42.01885654,-93.68287111,50014.0,,4707.0
710,866,867,907253130,60,RL,,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,Unf,0.0,536.0,1440.0,GasA,Ex,Y,SBrkr,1476,677,0,2153,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3.0,736.0,TA,TA,Y,253,142,0,0,0,0,,,,0,5,2009,WD ,Normal,313000,"4730, Hemingway Drive, Ames, Story County, Iowa, 50014, United States of America",42.01869793,-93.68322318,50014.0,,4730.0
711,1462,1463,907260010,60,RL,,11250,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1128.0,1128.0,GasA,Ex,Y,SBrkr,1149,1141,0,2290,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Unf,2.0,779.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,255900,"5002, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01696684,-93.68680784,50014.0,,5002.0
712,868,869,907265010,60,RL,,11250,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,944.0,944.0,GasA,Ex,Y,SBrkr,944,926,0,1870,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,256,43,0,0,0,0,,,,0,5,2009,WD ,Normal,211000,"4920, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01697139,-93.68583084,50014.0,,4920.0
713,869,870,907275010,20,RL,90.0,15750,Pave,,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,216.0,1462.0,GasA,Ex,Y,SBrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135,34,0,0,0,0,,,,0,6,2009,WD ,Normal,220000,"Hemingway Drive, Ames, Story County, Iowa, 50014, United States of America",42.0187764,-93.6826173,50014.0,,
714,870,871,907275090,20,RL,73.0,11883,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,690.0,Unf,0.0,814.0,1504.0,GasA,Ex,Y,SBrkr,1504,0,0,1504,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,Fin,2.0,478.0,TA,TA,Y,115,66,0,0,0,0,,,,0,6,2009,WD ,Normal,203000,"4605, Hemingway Drive, Ames, Story County, Iowa, 50014, United States of America",42.01888329,-93.68081598,50014.0,,4605.0
715,871,872,907275140,20,RL,,12782,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360.0,Unf,0.0,462.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,194,144,0,0,0,0,,,,0,6,2009,WD ,Normal,279500,"4633, Hemingway Drive, Ames, Story County, Iowa, 50014, United States of America",42.01888879,-93.68026762,50014.0,,4633.0
716,872,873,907280170,20,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1111.0,Unf,0.0,306.0,1417.0,GasA,Ex,Y,SBrkr,1417,0,0,1417,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Unf,2.0,511.0,TA,TA,Y,60,0,0,0,117,0,,,,0,8,2009,WD ,Normal,210000,"4619, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.018014,-93.68135386,50014.0,,4619.0
717,873,874,907285020,60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,,GdPrv,,0,2,2009,WD ,Normal,219500,"4624, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01784835,-93.68143527,50014.0,,4624.0
718,874,875,907285050,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,909,807,0,1716,0.0,0.0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,2.0,512.0,TA,TA,Y,0,120,0,0,0,0,,,,0,7,2009,WD ,Normal,191000,"4606, Clemens Boulevard, Ames, Story County, Iowa, 50014, United States of America",42.01784829,-93.68118917,50014.0,,4606.0
719,875,876,907290070,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1212.0,1212.0,GasA,Ex,Y,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2.0,573.0,TA,TA,Y,356,0,0,0,0,0,,,,0,6,2009,WD ,Normal,178000,"4626, Webster Street, Ames, Story County, Iowa, 50014, United States of America",42.01695453,-93.68135845,50014.0,,4626.0
720,876,877,907290090,20,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,1630.0,GasA,Ex,Y,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,74,234,0,0,0,0,,,,0,10,2009,WD ,Normal,213000,"4614, Webster Street, Ames, Story County, Iowa, 50014, United States of America",42.01695429,-93.68117686,50014.0,,4614.0
721,879,880,907410130,20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,0.0,100.0,1578.0,GasA,Ex,Y,SBrkr,1602,0,0,1602,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,TA,Y,0,48,0,0,195,0,,,,0,1,2009,WD ,Normal,293200,"705, Poe Avenue, Ames, Story County, Iowa, 50014, United States of America",42.01704336,-93.68393499,50014.0,,705.0
722,880,881,907412020,60,RL,65.0,9313,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,1728,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,572.0,TA,TA,Y,187,56,0,0,0,0,,,,0,4,2009,WD ,Normal,190000,"4915, Waller Street, Ames, Story County, Iowa, 50014, United States of America",42.01387445,-93.68533739,50014.0,,4915.0
723,882,883,907414080,60,RL,64.0,8633,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,GasA,Ex,Y,SBrkr,738,738,0,1476,1.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,100,35,0,0,0,0,,,,0,2,2009,WD ,Normal,173500,"4812, Waller Street, Ames, Story County, Iowa, 50014, United States of America",42.01400536,-93.68648652,50014.0,,4812.0
724,883,884,907420040,60,RL,85.0,11069,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,788,0,1396,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,100,36,0,0,0,0,,,,0,7,2009,WD ,Normal,170000,"1026, Poe Avenue, Ames, Story County, Iowa, 50014, United States of America",42.01333598,-93.68430788,50014.0,,1026.0
725,885,886,908102270,20,RL,75.0,9937,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,0.0,849.0,1486.0,GasA,Ex,Y,SBrkr,1486,0,0,1486,1.0,0.0,1,0,3,1,TA,7,Typ,0,,Detchd,1968.0,Fin,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,3,2009,WD ,Normal,167000,"Todd Circle, Ames, Story County, Iowa, 50014, United States of America",42.0198653,-93.6774701,50014.0,,
726,887,888,908128060,85,RL,64.0,7301,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0.0,0.0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,0,0,177,0,0,0,,,,0,7,2009,ConLD,Normal,198500,"4003, Marigold Drive, Ames, Story County, Iowa, 50014, United States of America",42.01900877,-93.6729869,50014.0,,4003.0
